sku_id,week_start,forecast,forecast_method,forecast_confidence
SKU086,2026-01-12,343.575400195248,primary_ml,Established
SKU087,2026-01-12,333.97663473128074,primary_ml,Established
SKU089,2026-01-12,340.84152218080976,primary_ml,Established
SKU090,2026-01-12,340.8365420562296,primary_ml,Established
SKU092,2026-01-12,318.3748467826165,primary_ml,Established
SKU093,2026-01-12,317.77453623902585,primary_ml,Established
SKU094,2026-01-12,314.46762246942,primary_ml,Established
SKU095,2026-01-12,318.05023008603234,primary_ml,Established
SKU097,2026-01-12,320.5568617458834,primary_ml,Established
SKU098,2026-01-12,319.2830315779491,primary_ml,Established
SKU001,2026-01-19,469.81693087532625,primary_ml,Established
SKU002,2026-01-19,465.4541056309064,primary_ml,Established
SKU003,2026-01-19,493.8736055360528,primary_ml,Established
SKU007,2026-01-19,462.2445115618768,primary_ml,Established
SKU009,2026-01-19,492.4937136661329,primary_ml,Established
SKU010,2026-01-19,466.0064551568407,primary_ml,Established
SKU011,2026-01-19,497.59696716734976,primary_ml,Established
SKU012,2026-01-19,494.41920223651056,primary_ml,Established
SKU013,2026-01-19,474.1014560748367,primary_ml,Established
SKU014,2026-01-19,464.97792672657863,primary_ml,Established
SKU015,2026-01-19,467.0329778651105,primary_ml,Established
SKU017,2026-01-19,462.8362992078374,primary_ml,Established
SKU018,2026-01-19,467.3698567841022,primary_ml,Established
SKU019,2026-01-19,469.63375812115186,primary_ml,Established
SKU020,2026-01-19,501.76164161142816,primary_ml,Established
SKU021,2026-01-19,470.6063724208859,primary_ml,Established
SKU023,2026-01-19,496.04390941189234,primary_ml,Established
SKU024,2026-01-19,505.181597153349,primary_ml,Established
SKU025,2026-01-19,474.8475960798663,primary_ml,Established
SKU026,2026-01-19,462.6338509199974,primary_ml,Established
SKU027,2026-01-19,487.3583676647544,primary_ml,Established
SKU029,2026-01-19,476.2033769235183,primary_ml,Established
SKU030,2026-01-19,500.11398175701714,primary_ml,Established
SKU031,2026-01-19,490.17296593468166,primary_ml,Established
SKU032,2026-01-19,467.2153704279133,primary_ml,Established
SKU033,2026-01-19,462.39708767332456,primary_ml,Established
SKU034,2026-01-19,464.36290164384366,primary_ml,Established
SKU035,2026-01-19,461.0340834618346,primary_ml,Established
SKU036,2026-01-19,469.51003517887256,primary_ml,Established
SKU037,2026-01-19,464.50083047499567,primary_ml,Established
SKU038,2026-01-19,461.4553872231493,primary_ml,Established
SKU039,2026-01-19,465.4506931663424,primary_ml,Established
SKU041,2026-01-19,463.774388154618,primary_ml,Established
SKU042,2026-01-19,466.4343507410949,primary_ml,Established
SKU043,2026-01-19,467.52408108318184,primary_ml,Established
SKU044,2026-01-19,463.6686016144996,primary_ml,Established
SKU045,2026-01-19,467.3283346111108,primary_ml,Established
SKU046,2026-01-19,464.63686419966416,primary_ml,Established
SKU047,2026-01-19,481.2019390370928,primary_ml,Established
SKU048,2026-01-19,468.512397233651,primary_ml,Established
SKU050,2026-01-19,463.8400496291957,primary_ml,Established
SKU052,2026-01-19,457.4228419227176,primary_ml,Established
SKU053,2026-01-19,465.1622807035861,primary_ml,Established
SKU054,2026-01-19,462.54199771861806,primary_ml,Established
SKU056,2026-01-19,461.3582342631019,primary_ml,Established
SKU057,2026-01-19,383.5065925497149,primary_ml,Established
SKU058,2026-01-19,364.1492584642635,primary_ml,Established
SKU059,2026-01-19,384.6959425801522,primary_ml,Established
SKU060,2026-01-19,374.6514481469781,primary_ml,Established
SKU061,2026-01-19,354.60675387890035,primary_ml,Established
SKU063,2026-01-19,360.934304829606,primary_ml,Established
SKU064,2026-01-19,380.2758991350234,primary_ml,Established
SKU065,2026-01-19,389.0033498581994,primary_ml,Established
SKU066,2026-01-19,392.3272866197363,primary_ml,Established
SKU069,2026-01-19,366.6234539114444,primary_ml,Established
SKU070,2026-01-19,392.0510244293176,primary_ml,Established
SKU072,2026-01-19,404.9253769099618,primary_ml,Established
SKU073,2026-01-19,380.8601135703784,primary_ml,Established
SKU074,2026-01-19,381.8336333676792,primary_ml,Established
SKU075,2026-01-19,361.0825933970169,primary_ml,Established
SKU076,2026-01-19,355.67865654482176,primary_ml,Established
SKU077,2026-01-19,357.3271564418649,primary_ml,Established
SKU078,2026-01-19,349.8574654929331,primary_ml,Established
SKU080,2026-01-19,349.8574654929331,primary_ml,Established
SKU081,2026-01-19,337.4412522399616,primary_ml,Established
SKU082,2026-01-19,355.17697366836,primary_ml,Established
SKU085,2026-01-19,349.94988405385385,primary_ml,Established
SKU086,2026-01-19,334.8121794344742,primary_ml,Established
SKU087,2026-01-19,355.5498198642032,primary_ml,Established
SKU089,2026-01-19,347.7010154589872,primary_ml,Established
SKU090,2026-01-19,326.6760221805801,primary_ml,Established
SKU092,2026-01-19,334.39109379912867,primary_ml,Established
SKU093,2026-01-19,326.50238527895795,primary_ml,Established
SKU094,2026-01-19,335.28783952134336,primary_ml,Established
SKU095,2026-01-19,334.4805675979036,primary_ml,Established
SKU097,2026-01-19,325.0826265696689,primary_ml,Established
SKU098,2026-01-19,321.7302608188239,primary_ml,Established
SKU001,2026-01-26,456.5725090146115,primary_ml,Established
SKU002,2026-01-26,448.6856907624589,primary_ml,Established
SKU003,2026-01-26,462.1355671159759,primary_ml,Established
SKU007,2026-01-26,455.76403913623886,primary_ml,Established
SKU009,2026-01-26,495.31641616686983,primary_ml,Established
SKU010,2026-01-26,453.11610568426875,primary_ml,Established
SKU011,2026-01-26,493.76275512374815,primary_ml,Established
SKU012,2026-01-26,454.29218570961143,primary_ml,Established
SKU013,2026-01-26,452.76616552962855,primary_ml,Established
SKU014,2026-01-26,454.9291919386349,primary_ml,Established
SKU015,2026-01-26,456.44342065067167,primary_ml,Established
SKU017,2026-01-26,456.7509318778163,primary_ml,Established
SKU018,2026-01-26,456.6803863999445,primary_ml,Established
SKU019,2026-01-26,456.89874622687387,primary_ml,Established
SKU020,2026-01-26,458.1924647278846,primary_ml,Established
SKU021,2026-01-26,459.9890421755174,primary_ml,Established
SKU023,2026-01-26,458.12740569317543,primary_ml,Established
SKU024,2026-01-26,475.2690247815367,primary_ml,Established
SKU025,2026-01-26,453.1893959057983,primary_ml,Established
SKU026,2026-01-26,485.18124246032903,primary_ml,Established
SKU027,2026-01-26,456.4046596130424,primary_ml,Established
SKU029,2026-01-26,455.34198117111794,primary_ml,Established
SKU030,2026-01-26,454.61428793295374,primary_ml,Established
SKU031,2026-01-26,454.9780831248836,primary_ml,Established
SKU032,2026-01-26,450.13349683798896,primary_ml,Established
SKU033,2026-01-26,454.5382817856421,primary_ml,Established
SKU034,2026-01-26,449.1880266282061,primary_ml,Established
SKU035,2026-01-26,453.5127358946437,primary_ml,Established
SKU036,2026-01-26,450.8328614602477,primary_ml,Established
SKU037,2026-01-26,454.59621715277746,primary_ml,Established
SKU038,2026-01-26,438.3878880225344,primary_ml,Established
SKU039,2026-01-26,447.58763405722425,primary_ml,Established
SKU041,2026-01-26,450.2804994588611,primary_ml,Established
SKU042,2026-01-26,452.5629622837273,primary_ml,Established
SKU043,2026-01-26,451.7257262511253,primary_ml,Established
SKU044,2026-01-26,454.59621715277746,primary_ml,Established
SKU045,2026-01-26,443.7103781967899,primary_ml,Established
SKU046,2026-01-26,451.9629466496403,primary_ml,Established
SKU047,2026-01-26,429.3477128284002,primary_ml,Established
SKU048,2026-01-26,453.1879733898817,primary_ml,Established
SKU050,2026-01-26,451.4476827194624,primary_ml,Established
SKU052,2026-01-26,433.19539087266554,primary_ml,Established
SKU053,2026-01-26,449.6214192085958,primary_ml,Established
SKU054,2026-01-26,452.27237316894855,primary_ml,Established
SKU056,2026-01-26,457.8203163545222,primary_ml,Established
SKU057,2026-01-26,367.9694689984259,primary_ml,Established
SKU058,2026-01-26,358.41994148166475,primary_ml,Established
SKU059,2026-01-26,358.7044373457164,primary_ml,Established
SKU060,2026-01-26,363.3419011869956,primary_ml,Established
SKU061,2026-01-26,351.8361421148712,primary_ml,Established
SKU063,2026-01-26,348.11317095479717,primary_ml,Established
SKU064,2026-01-26,357.52791589372373,primary_ml,Established
SKU065,2026-01-26,361.60512005067545,primary_ml,Established
SKU066,2026-01-26,370.54405496990734,primary_ml,Established
SKU069,2026-01-26,357.93560029750046,primary_ml,Established
SKU070,2026-01-26,368.18006628966145,primary_ml,Established
SKU072,2026-01-26,378.88614427908294,primary_ml,Established
SKU073,2026-01-26,357.4070390586524,primary_ml,Established
SKU074,2026-01-26,357.56600691497613,primary_ml,Established
SKU075,2026-01-26,358.38130942440057,primary_ml,Established
SKU076,2026-01-26,339.5542093173355,primary_ml,Established
SKU077,2026-01-26,340.5222531635547,primary_ml,Established
SKU078,2026-01-26,340.58471948273797,primary_ml,Established
SKU080,2026-01-26,349.5324797945635,primary_ml,Established
SKU081,2026-01-26,357.44727163092284,primary_ml,Established
SKU082,2026-01-26,339.46303067516305,primary_ml,Established
SKU085,2026-01-26,341.06330132283654,primary_ml,Established
SKU086,2026-01-26,346.70894378172204,primary_ml,Established
SKU087,2026-01-26,342.8137112113373,primary_ml,Established
SKU089,2026-01-26,337.95035440279014,primary_ml,Established
SKU090,2026-01-26,321.96479518133174,primary_ml,Established
SKU092,2026-01-26,316.08564709702483,primary_ml,Established
SKU093,2026-01-26,313.4993413127394,primary_ml,Established
SKU094,2026-01-26,314.3250337021152,primary_ml,Established
SKU095,2026-01-26,319.42153182832084,primary_ml,Established
SKU097,2026-01-26,317.2085114260275,primary_ml,Established
SKU098,2026-01-26,316.90109881164653,primary_ml,Established
SKU001,2026-02-02,468.9865430113507,primary_ml,Established
SKU002,2026-02-02,469.01070011043583,primary_ml,Established
SKU003,2026-02-02,468.75723277460975,primary_ml,Established
SKU007,2026-02-02,471.1222712036193,primary_ml,Established
SKU009,2026-02-02,471.2563638750293,primary_ml,Established
SKU010,2026-02-02,467.0175439397244,primary_ml,Established
SKU011,2026-02-02,479.4205774003942,primary_ml,Established
SKU012,2026-02-02,476.5143007747781,primary_ml,Established
SKU013,2026-02-02,471.8223904694855,primary_ml,Established
SKU014,2026-02-02,473.3339298660265,primary_ml,Established
SKU015,2026-02-02,472.6910895057214,primary_ml,Established
SKU017,2026-02-02,485.460998674289,primary_ml,Established
SKU018,2026-02-02,471.86413139824145,primary_ml,Established
SKU019,2026-02-02,480.2264075287806,primary_ml,Established
SKU020,2026-02-02,480.467004529256,primary_ml,Established
SKU021,2026-02-02,465.3895951477997,primary_ml,Established
SKU023,2026-02-02,470.910165793324,primary_ml,Established
SKU024,2026-02-02,488.6632574030276,primary_ml,Established
SKU025,2026-02-02,472.5677741764975,primary_ml,Established
SKU026,2026-02-02,481.8927807742216,primary_ml,Established
SKU027,2026-02-02,485.0901843108865,primary_ml,Established
SKU029,2026-02-02,471.46555762785766,primary_ml,Established
SKU030,2026-02-02,471.77435043585416,primary_ml,Established
SKU031,2026-02-02,470.23851753279774,primary_ml,Established
SKU032,2026-02-02,467.5342932206106,primary_ml,Established
SKU033,2026-02-02,473.3776312058296,primary_ml,Established
SKU034,2026-02-02,467.3664134081974,primary_ml,Established
SKU035,2026-02-02,469.3335649140372,primary_ml,Established
SKU036,2026-02-02,466.63028877356305,primary_ml,Established
SKU037,2026-02-02,467.58264755059986,primary_ml,Established
SKU038,2026-02-02,466.9379792354529,primary_ml,Established
SKU039,2026-02-02,478.80890214582337,primary_ml,Established
SKU041,2026-02-02,458.7037348902668,primary_ml,Established
SKU042,2026-02-02,471.391691306632,primary_ml,Established
SKU043,2026-02-02,466.58255822083214,primary_ml,Established
SKU044,2026-02-02,467.7637585207719,primary_ml,Established
SKU045,2026-02-02,469.8724540759367,primary_ml,Established
SKU046,2026-02-02,467.39943435083865,primary_ml,Established
SKU047,2026-02-02,449.915374074393,primary_ml,Established
SKU048,2026-02-02,462.41125924714635,primary_ml,Established
SKU050,2026-02-02,466.5980514946446,primary_ml,Established
SKU052,2026-02-02,446.047547373169,primary_ml,Established
SKU053,2026-02-02,471.2923794327991,primary_ml,Established
SKU054,2026-02-02,470.60823048540954,primary_ml,Established
SKU056,2026-02-02,465.3622110108928,primary_ml,Established
SKU057,2026-02-02,394.42247630400993,primary_ml,Established
SKU058,2026-02-02,365.8883533034524,primary_ml,Established
SKU059,2026-02-02,394.4895893829168,primary_ml,Established
SKU060,2026-02-02,371.76284368737953,primary_ml,Established
SKU061,2026-02-02,362.3248819181521,primary_ml,Established
SKU063,2026-02-02,361.82474168129266,primary_ml,Established
SKU064,2026-02-02,370.3762688756567,primary_ml,Established
SKU065,2026-02-02,398.02178726989206,primary_ml,Established
SKU066,2026-02-02,393.525385448479,primary_ml,Established
SKU069,2026-02-02,371.7963944777368,primary_ml,Established
SKU070,2026-02-02,390.1032639339748,primary_ml,Established
SKU072,2026-02-02,398.70421354391755,primary_ml,Established
SKU073,2026-02-02,387.9856274157892,primary_ml,Established
SKU074,2026-02-02,387.771181278247,primary_ml,Established
SKU075,2026-02-02,369.7188498169408,primary_ml,Established
SKU076,2026-02-02,341.07591966269644,primary_ml,Established
SKU077,2026-02-02,334.63747293079143,primary_ml,Established
SKU078,2026-02-02,342.7064864164752,primary_ml,Established
SKU080,2026-02-02,342.459270235812,primary_ml,Established
SKU081,2026-02-02,349.3831638972576,primary_ml,Established
SKU082,2026-02-02,347.9980331522083,primary_ml,Established
SKU085,2026-02-02,340.72574225824536,primary_ml,Established
SKU086,2026-02-02,357.05686119416214,primary_ml,Established
SKU087,2026-02-02,353.8384903614392,primary_ml,Established
SKU089,2026-02-02,334.06944621921684,primary_ml,Established
SKU090,2026-02-02,348.372135642824,primary_ml,Established
SKU092,2026-02-02,324.16987738532276,primary_ml,Established
SKU093,2026-02-02,324.3787372991906,primary_ml,Established
SKU094,2026-02-02,324.4309735496139,primary_ml,Established
SKU095,2026-02-02,325.05570068851506,primary_ml,Established
SKU097,2026-02-02,322.27489600071743,primary_ml,Established
SKU098,2026-02-02,324.5611448697268,primary_ml,Established
SKU001,2026-02-09,469.97569672117623,primary_ml,Established
SKU002,2026-02-09,465.361803833851,primary_ml,Established
SKU003,2026-02-09,481.0208010264956,primary_ml,Established
SKU007,2026-02-09,468.0194472694114,primary_ml,Established
SKU009,2026-02-09,476.0824000066937,primary_ml,Established
SKU010,2026-02-09,473.301841957197,primary_ml,Established
SKU011,2026-02-09,475.3429672950652,primary_ml,Established
SKU012,2026-02-09,473.65959252548095,primary_ml,Established
SKU013,2026-02-09,465.81467189692023,primary_ml,Established
SKU014,2026-02-09,470.385816083579,primary_ml,Established
SKU015,2026-02-09,468.56789840608553,primary_ml,Established
SKU017,2026-02-09,474.0898341188719,primary_ml,Established
SKU018,2026-02-09,478.18674013439943,primary_ml,Established
SKU019,2026-02-09,468.9164037812604,primary_ml,Established
SKU020,2026-02-09,472.81701940013374,primary_ml,Established
SKU021,2026-02-09,466.5524938881993,primary_ml,Established
SKU023,2026-02-09,469.1775022544338,primary_ml,Established
SKU024,2026-02-09,496.5970098561816,primary_ml,Established
SKU025,2026-02-09,465.44306364143154,primary_ml,Established
SKU026,2026-02-09,472.28886297809635,primary_ml,Established
SKU027,2026-02-09,473.81947126501376,primary_ml,Established
SKU029,2026-02-09,465.5069528776785,primary_ml,Established
SKU030,2026-02-09,473.3306654317184,primary_ml,Established
SKU031,2026-02-09,472.1376588557346,primary_ml,Established
SKU032,2026-02-09,472.7809862990148,primary_ml,Established
SKU033,2026-02-09,472.688542963444,primary_ml,Established
SKU034,2026-02-09,464.975418513238,primary_ml,Established
SKU035,2026-02-09,466.8377774677342,primary_ml,Established
SKU036,2026-02-09,465.9369735623107,primary_ml,Established
SKU037,2026-02-09,471.73345319528374,primary_ml,Established
SKU038,2026-02-09,471.8411603874863,primary_ml,Established
SKU039,2026-02-09,472.6560527969017,primary_ml,Established
SKU041,2026-02-09,468.0977874411713,primary_ml,Established
SKU042,2026-02-09,466.72855320505073,primary_ml,Established
SKU043,2026-02-09,464.9605475946918,primary_ml,Established
SKU044,2026-02-09,467.3297060894519,primary_ml,Established
SKU045,2026-02-09,471.8983151315174,primary_ml,Established
SKU046,2026-02-09,468.08839066338714,primary_ml,Established
SKU047,2026-02-09,461.8008417001049,primary_ml,Established
SKU048,2026-02-09,469.43260302011623,primary_ml,Established
SKU050,2026-02-09,467.8135101040641,primary_ml,Established
SKU052,2026-02-09,466.5206166429801,primary_ml,Established
SKU053,2026-02-09,472.39366209901107,primary_ml,Established
SKU054,2026-02-09,465.0078116351327,primary_ml,Established
SKU056,2026-02-09,467.9940782200211,primary_ml,Established
SKU057,2026-02-09,370.870364735357,primary_ml,Established
SKU058,2026-02-09,358.3327274984307,primary_ml,Established
SKU059,2026-02-09,371.745909683036,primary_ml,Established
SKU060,2026-02-09,358.9586477951537,primary_ml,Established
SKU061,2026-02-09,362.4205055402077,primary_ml,Established
SKU063,2026-02-09,368.3587802182946,primary_ml,Established
SKU064,2026-02-09,367.52295341537285,primary_ml,Established
SKU065,2026-02-09,387.4567878915075,primary_ml,Established
SKU066,2026-02-09,387.790643877248,primary_ml,Established
SKU069,2026-02-09,366.5542472026002,primary_ml,Established
SKU070,2026-02-09,380.2535667006997,primary_ml,Established
SKU072,2026-02-09,397.99456091899305,primary_ml,Established
SKU073,2026-02-09,370.09395277165294,primary_ml,Established
SKU074,2026-02-09,379.1070012265127,primary_ml,Established
SKU075,2026-02-09,352.97579182584485,primary_ml,Established
SKU076,2026-02-09,324.49869383698115,primary_ml,Established
SKU077,2026-02-09,326.6669284879009,primary_ml,Established
SKU078,2026-02-09,340.60150929596097,primary_ml,Established
SKU080,2026-02-09,329.9053946799949,primary_ml,Established
SKU081,2026-02-09,353.05332289866493,primary_ml,Established
SKU082,2026-02-09,341.4784594775604,primary_ml,Established
SKU085,2026-02-09,338.81641693488575,primary_ml,Established
SKU086,2026-02-09,334.8117296280814,primary_ml,Established
SKU087,2026-02-09,364.7959073721952,primary_ml,Established
SKU089,2026-02-09,322.8785748146698,primary_ml,Established
SKU090,2026-02-09,342.75860623020344,primary_ml,Established
SKU092,2026-02-09,322.1399456297261,primary_ml,Established
SKU093,2026-02-09,323.1338248318639,primary_ml,Established
SKU094,2026-02-09,322.6155808644647,primary_ml,Established
SKU095,2026-02-09,322.1019271534555,primary_ml,Established
SKU097,2026-02-09,332.4540248301944,primary_ml,Established
SKU098,2026-02-09,324.4194852211011,primary_ml,Established
SKU001,2026-02-16,470.2983527430432,primary_ml,Established
SKU002,2026-02-16,468.2368363982545,primary_ml,Established
SKU003,2026-02-16,471.8332280577153,primary_ml,Established
SKU007,2026-02-16,467.90746027354703,primary_ml,Established
SKU009,2026-02-16,495.5333834908495,primary_ml,Established
SKU010,2026-02-16,465.9073743317996,primary_ml,Established
SKU011,2026-02-16,482.6977384360195,primary_ml,Established
SKU012,2026-02-16,476.4186865056928,primary_ml,Established
SKU013,2026-02-16,465.6014831165631,primary_ml,Established
SKU014,2026-02-16,465.1436543134083,primary_ml,Established
SKU015,2026-02-16,467.0153865533151,primary_ml,Established
SKU017,2026-02-16,471.71214596285125,primary_ml,Established
SKU018,2026-02-16,466.9925652085074,primary_ml,Established
SKU019,2026-02-16,465.6113559038188,primary_ml,Established
SKU020,2026-02-16,467.2994037630033,primary_ml,Established
SKU021,2026-02-16,504.351314353793,primary_ml,Established
SKU023,2026-02-16,471.5211471783201,primary_ml,Established
SKU024,2026-02-16,489.4383684912745,primary_ml,Established
SKU025,2026-02-16,463.81979922548663,primary_ml,Established
SKU026,2026-02-16,474.3399821789648,primary_ml,Established
