sku_id,week_start,forecast,forecast_method,forecast_confidence
SKU016,2026-01-19,492.3211669921875,category_fallback,Low
SKU022,2026-01-19,524.925925925926,category_fallback,Medium
SKU028,2026-01-19,527.0,category_fallback,Medium
SKU040,2026-01-19,492.2708333333333,category_fallback,Medium
SKU049,2026-01-19,484.35,category_fallback,Medium
SKU051,2026-01-19,469.41379310344826,category_fallback,Medium
SKU055,2026-01-19,491.3,category_fallback,Medium
SKU062,2026-01-19,391.78895563770794,category_fallback,Low
SKU067,2026-01-19,405.94871794871796,category_fallback,Medium
SKU068,2026-01-19,408.4130434782609,category_fallback,Medium
SKU071,2026-01-19,425.12228897104126,category_fallback,Low
SKU079,2026-01-19,323.4497407593243,category_fallback,Low
SKU083,2026-01-19,374.40425531914894,category_fallback,Medium
SKU084,2026-01-19,365.74140742599093,category_fallback,Low
SKU088,2026-01-19,387.666407425991,category_fallback,Low
SKU091,2026-01-19,345.2972972972973,category_fallback,Medium
SKU096,2026-01-19,351.8706204736739,category_fallback,Low
SKU099,2026-01-19,341.14285714285717,category_fallback,Medium
SKU100,2026-01-19,335.12886223191566,category_fallback,Low
SKU004,2026-01-26,519.125,category_fallback,Medium
SKU005,2026-01-26,519.1860465116279,category_fallback,Medium
SKU006,2026-01-26,507.725,category_fallback,Medium
SKU008,2026-01-26,522.4545454545455,category_fallback,Medium
SKU016,2026-01-26,492.3211669921875,category_fallback,Low
SKU022,2026-01-26,524.925925925926,category_fallback,Medium
SKU028,2026-01-26,527.0,category_fallback,Medium
SKU040,2026-01-26,492.2708333333333,category_fallback,Medium
SKU049,2026-01-26,484.35,category_fallback,Medium
SKU051,2026-01-26,469.41379310344826,category_fallback,Medium
SKU055,2026-01-26,491.3,category_fallback,Medium
SKU062,2026-01-26,391.78895563770794,category_fallback,Low
SKU067,2026-01-26,405.94871794871796,category_fallback,Medium
SKU068,2026-01-26,408.4130434782609,category_fallback,Medium
SKU071,2026-01-26,425.12228897104126,category_fallback,Low
SKU079,2026-01-26,323.4497407593243,category_fallback,Low
SKU083,2026-01-26,374.40425531914894,category_fallback,Medium
SKU084,2026-01-26,365.74140742599093,category_fallback,Low
SKU088,2026-01-26,387.666407425991,category_fallback,Low
SKU091,2026-01-26,345.2972972972973,category_fallback,Medium
SKU096,2026-01-26,351.8706204736739,category_fallback,Low
SKU099,2026-01-26,341.14285714285717,category_fallback,Medium
SKU100,2026-01-26,335.12886223191566,category_fallback,Low
SKU004,2026-02-02,519.125,category_fallback,Medium
SKU005,2026-02-02,519.1860465116279,category_fallback,Medium
SKU006,2026-02-02,507.725,category_fallback,Medium
SKU008,2026-02-02,522.4545454545455,category_fallback,Medium
SKU016,2026-02-02,492.3211669921875,category_fallback,Low
SKU022,2026-02-02,524.925925925926,category_fallback,Medium
SKU028,2026-02-02,527.0,category_fallback,Medium
SKU040,2026-02-02,492.2708333333333,category_fallback,Medium
SKU049,2026-02-02,484.35,category_fallback,Medium
SKU051,2026-02-02,469.41379310344826,category_fallback,Medium
SKU055,2026-02-02,491.3,category_fallback,Medium
SKU062,2026-02-02,391.78895563770794,category_fallback,Low
SKU067,2026-02-02,405.94871794871796,category_fallback,Medium
SKU068,2026-02-02,408.4130434782609,category_fallback,Medium
SKU071,2026-02-02,425.12228897104126,category_fallback,Low
SKU079,2026-02-02,323.4497407593243,category_fallback,Low
SKU083,2026-02-02,374.40425531914894,category_fallback,Medium
SKU084,2026-02-02,365.74140742599093,category_fallback,Low
SKU088,2026-02-02,387.666407425991,category_fallback,Low
SKU091,2026-02-02,345.2972972972973,category_fallback,Medium
SKU096,2026-02-02,351.8706204736739,category_fallback,Low
SKU099,2026-02-02,341.14285714285717,category_fallback,Medium
SKU100,2026-02-02,335.12886223191566,category_fallback,Low
SKU004,2026-02-09,519.125,category_fallback,Medium
SKU005,2026-02-09,519.1860465116279,category_fallback,Medium
SKU006,2026-02-09,507.725,category_fallback,Medium
SKU008,2026-02-09,522.4545454545455,category_fallback,Medium
SKU016,2026-02-09,492.3211669921875,category_fallback,Low
SKU022,2026-02-09,524.925925925926,category_fallback,Medium
SKU028,2026-02-09,527.0,category_fallback,Medium
SKU040,2026-02-09,492.2708333333333,category_fallback,Medium
SKU049,2026-02-09,484.35,category_fallback,Medium
SKU051,2026-02-09,469.41379310344826,category_fallback,Medium
SKU055,2026-02-09,491.3,category_fallback,Medium
SKU062,2026-02-09,391.78895563770794,category_fallback,Low
SKU067,2026-02-09,405.94871794871796,category_fallback,Medium
SKU068,2026-02-09,408.4130434782609,category_fallback,Medium
SKU071,2026-02-09,425.12228897104126,category_fallback,Low
SKU079,2026-02-09,323.4497407593243,category_fallback,Low
SKU083,2026-02-09,374.40425531914894,category_fallback,Medium
SKU084,2026-02-09,365.74140742599093,category_fallback,Low
SKU088,2026-02-09,387.666407425991,category_fallback,Low
SKU091,2026-02-09,345.2972972972973,category_fallback,Medium
SKU096,2026-02-09,351.8706204736739,category_fallback,Low
SKU099,2026-02-09,341.14285714285717,category_fallback,Medium
SKU100,2026-02-09,335.12886223191566,category_fallback,Low
SKU004,2026-02-16,519.125,category_fallback,Medium
SKU005,2026-02-16,519.1860465116279,category_fallback,Medium
SKU006,2026-02-16,507.725,category_fallback,Medium
SKU008,2026-02-16,522.4545454545455,category_fallback,Medium
SKU016,2026-02-16,492.3211669921875,category_fallback,Low
SKU022,2026-02-16,524.925925925926,category_fallback,Medium
SKU028,2026-02-16,527.0,category_fallback,Medium
SKU040,2026-02-16,492.2708333333333,category_fallback,Medium
SKU049,2026-02-16,484.35,category_fallback,Medium
SKU051,2026-02-16,469.41379310344826,category_fallback,Medium
SKU055,2026-02-16,491.3,category_fallback,Medium
SKU062,2026-02-16,391.78895563770794,category_fallback,Low
SKU067,2026-02-16,405.94871794871796,category_fallback,Medium
SKU068,2026-02-16,408.4130434782609,category_fallback,Medium
SKU071,2026-02-16,425.12228897104126,category_fallback,Low
SKU079,2026-02-16,323.4497407593243,category_fallback,Low
SKU083,2026-02-16,374.40425531914894,category_fallback,Medium
SKU084,2026-02-16,365.74140742599093,category_fallback,Low
SKU088,2026-02-16,387.666407425991,category_fallback,Low
SKU091,2026-02-16,345.2972972972973,category_fallback,Medium
SKU096,2026-02-16,351.8706204736739,category_fallback,Low
SKU099,2026-02-16,341.14285714285717,category_fallback,Medium
SKU100,2026-02-16,335.12886223191566,category_fallback,Low
SKU004,2026-02-23,519.125,category_fallback,Medium
SKU005,2026-02-23,519.1860465116279,category_fallback,Medium
SKU006,2026-02-23,507.725,category_fallback,Medium
SKU008,2026-02-23,522.4545454545455,category_fallback,Medium
SKU016,2026-02-23,492.3211669921875,category_fallback,Low
SKU022,2026-02-23,524.925925925926,category_fallback,Medium
SKU028,2026-02-23,527.0,category_fallback,Medium
SKU040,2026-02-23,492.2708333333333,category_fallback,Medium
SKU049,2026-02-23,484.35,category_fallback,Medium
SKU051,2026-02-23,469.41379310344826,category_fallback,Medium
SKU055,2026-02-23,491.3,category_fallback,Medium
SKU062,2026-02-23,391.78895563770794,category_fallback,Low
SKU067,2026-02-23,405.94871794871796,category_fallback,Medium
SKU068,2026-02-23,408.4130434782609,category_fallback,Medium
SKU071,2026-02-23,425.12228897104126,category_fallback,Low
SKU079,2026-02-23,323.4497407593243,category_fallback,Low
SKU083,2026-02-23,374.40425531914894,category_fallback,Medium
SKU084,2026-02-23,365.74140742599093,category_fallback,Low
SKU088,2026-02-23,387.666407425991,category_fallback,Low
SKU091,2026-02-23,345.2972972972973,category_fallback,Medium
SKU096,2026-02-23,351.8706204736739,category_fallback,Low
SKU099,2026-02-23,341.14285714285717,category_fallback,Medium
SKU100,2026-02-23,335.12886223191566,category_fallback,Low
