sku_id,week_start,forecast
SKU013,2026-02-02,471.8223904694855
SKU014,2026-02-02,473.3339298660265
SKU015,2026-02-02,472.6910895057214
SKU017,2026-02-02,485.46099867428893
SKU018,2026-02-02,471.86413139824145
SKU019,2026-02-02,480.22640752878067
SKU020,2026-02-02,480.467004529256
SKU021,2026-02-02,465.38959514779964
SKU023,2026-02-02,470.910165793324
SKU024,2026-02-02,488.6632574030276
SKU025,2026-02-02,472.56777417649755
SKU026,2026-02-02,481.8927807742216
SKU027,2026-02-02,485.0901843108865
SKU029,2026-02-02,471.46555762785766
SKU030,2026-02-02,471.77435043585416
SKU031,2026-02-02,470.23851753279774
SKU032,2026-02-02,467.5342932206106
SKU033,2026-02-02,473.3776312058296
SKU034,2026-02-02,467.3664134081974
SKU035,2026-02-02,469.3335649140372
SKU036,2026-02-02,466.63028877356305
SKU037,2026-02-02,467.58264755059986
SKU038,2026-02-02,466.9379792354529
SKU039,2026-02-02,478.80890214582337
SKU041,2026-02-02,458.7037348902668
SKU042,2026-02-02,471.39169130663197
SKU043,2026-02-02,466.58255822083214
SKU044,2026-02-02,467.7637585207719
SKU045,2026-02-02,469.8724540759367
SKU046,2026-02-02,467.39943435083865
SKU047,2026-02-02,449.915374074393
SKU048,2026-02-02,462.41125924714635
SKU050,2026-02-02,466.5980514946446
SKU052,2026-02-02,446.047547373169
SKU053,2026-02-02,471.2923794327991
SKU054,2026-02-02,470.60823048540954
SKU056,2026-02-02,465.3622110108928
SKU057,2026-02-02,394.42247630400993
SKU058,2026-02-02,365.8883533034524
SKU059,2026-02-02,394.4895893829168
SKU060,2026-02-02,371.76284368737953
SKU061,2026-02-02,362.3248819181521
SKU063,2026-02-02,361.82474168129266
SKU064,2026-02-02,370.3762688756567
SKU065,2026-02-02,398.02178726989206
SKU066,2026-02-02,393.525385448479
SKU069,2026-02-02,371.79639447773684
SKU070,2026-02-02,390.1032639339748
SKU072,2026-02-02,398.70421354391755
SKU073,2026-02-02,387.98562741578917
SKU074,2026-02-02,387.771181278247
SKU075,2026-02-02,369.7188498169408
SKU076,2026-02-02,341.07591966269644
SKU077,2026-02-02,334.63747293079143
SKU078,2026-02-02,342.7064864164752
SKU080,2026-02-02,342.459270235812
SKU081,2026-02-02,349.3831638972576
SKU082,2026-02-02,347.9980331522083
SKU085,2026-02-02,340.72574225824536
SKU086,2026-02-02,357.05686119416214
SKU087,2026-02-02,353.8384903614392
SKU089,2026-02-02,334.06944621921684
SKU090,2026-02-02,348.372135642824
SKU092,2026-02-02,324.16987738532276
SKU093,2026-02-02,324.3787372991906
SKU094,2026-02-02,324.4309735496139
SKU095,2026-02-02,325.05570068851506
SKU097,2026-02-02,322.27489600071743
SKU098,2026-02-02,324.5611448697268
SKU001,2026-02-09,469.97569672117623
SKU002,2026-02-09,465.361803833851
SKU003,2026-02-09,481.0208010264956
SKU007,2026-02-09,468.01944726941133
SKU009,2026-02-09,476.0824000066937
SKU010,2026-02-09,473.301841957197
SKU011,2026-02-09,475.3429672950652
SKU012,2026-02-09,473.65959252548095
SKU013,2026-02-09,465.81467189692023
SKU014,2026-02-09,470.385816083579
SKU015,2026-02-09,468.56789840608553
SKU017,2026-02-09,474.0898341188719
SKU018,2026-02-09,478.18674013439943
SKU019,2026-02-09,468.9164037812604
SKU020,2026-02-09,472.81701940013374
SKU021,2026-02-09,466.55249388819925
SKU023,2026-02-09,469.1775022544338
SKU024,2026-02-09,496.5970098561816
SKU025,2026-02-09,465.44306364143154
SKU026,2026-02-09,472.28886297809635
SKU027,2026-02-09,473.81947126501376
SKU029,2026-02-09,465.5069528776785
SKU030,2026-02-09,473.3306654317184
SKU031,2026-02-09,472.1376588557346
SKU032,2026-02-09,472.7809862990148
SKU033,2026-02-09,472.68854296344404
SKU034,2026-02-09,464.97541851323797
SKU035,2026-02-09,466.83777746773427
SKU036,2026-02-09,465.9369735623107
SKU037,2026-02-09,471.73345319528374
SKU038,2026-02-09,471.8411603874863
SKU039,2026-02-09,472.6560527969017
SKU041,2026-02-09,468.09778744117125
SKU042,2026-02-09,466.72855320505073
SKU043,2026-02-09,464.9605475946918
SKU044,2026-02-09,467.3297060894519
SKU045,2026-02-09,471.8983151315174
SKU046,2026-02-09,468.08839066338714
SKU047,2026-02-09,461.8008417001049
SKU048,2026-02-09,469.43260302011623
SKU050,2026-02-09,467.8135101040641
SKU052,2026-02-09,466.5206166429801
SKU053,2026-02-09,472.39366209901107
SKU054,2026-02-09,465.0078116351327
SKU056,2026-02-09,467.9940782200211
SKU057,2026-02-09,370.87036473535693
SKU058,2026-02-09,358.3327274984307
SKU059,2026-02-09,371.74590968303596
SKU060,2026-02-09,358.9586477951537
SKU061,2026-02-09,362.4205055402077
SKU063,2026-02-09,368.3587802182946
SKU064,2026-02-09,367.52295341537285
SKU065,2026-02-09,387.4567878915075
SKU066,2026-02-09,387.79064387724804
SKU069,2026-02-09,366.5542472026002
SKU070,2026-02-09,380.25356670069965
SKU072,2026-02-09,397.99456091899305
SKU073,2026-02-09,370.09395277165294
SKU074,2026-02-09,379.10700122651275
SKU075,2026-02-09,352.97579182584485
SKU076,2026-02-09,324.49869383698115
SKU077,2026-02-09,326.6669284879009
SKU078,2026-02-09,340.60150929596097
SKU080,2026-02-09,329.9053946799949
SKU081,2026-02-09,353.05332289866493
SKU082,2026-02-09,341.4784594775604
SKU085,2026-02-09,338.81641693488575
SKU086,2026-02-09,334.8117296280814
SKU087,2026-02-09,364.7959073721952
SKU089,2026-02-09,322.8785748146698
SKU090,2026-02-09,342.75860623020344
SKU092,2026-02-09,322.1399456297261
SKU093,2026-02-09,323.1338248318639
SKU094,2026-02-09,322.6155808644647
SKU095,2026-02-09,322.1019271534555
SKU097,2026-02-09,332.4540248301944
SKU098,2026-02-09,324.4194852211011
SKU001,2026-02-16,470.2983527430432
SKU002,2026-02-16,468.2368363982545
SKU003,2026-02-16,471.83322805771525
SKU007,2026-02-16,467.90746027354703
SKU009,2026-02-16,495.5333834908495
SKU010,2026-02-16,465.9073743317996
SKU011,2026-02-16,482.6977384360195
SKU012,2026-02-16,476.4186865056928
SKU013,2026-02-16,465.6014831165631
SKU014,2026-02-16,465.1436543134083
SKU015,2026-02-16,467.0153865533151
SKU017,2026-02-16,471.71214596285125
SKU018,2026-02-16,466.9925652085074
SKU019,2026-02-16,465.61135590381883
SKU020,2026-02-16,467.2994037630033
SKU021,2026-02-16,504.351314353793
SKU023,2026-02-16,471.5211471783201
SKU024,2026-02-16,489.43836849127445
SKU025,2026-02-16,463.81979922548663
SKU026,2026-02-16,474.33998217896476
SKU027,2026-02-16,474.0955428344212
SKU029,2026-02-16,463.2306752218994
SKU030,2026-02-16,469.1089792970188
SKU031,2026-02-16,472.4178449530133
SKU032,2026-02-16,474.21923408503187
SKU033,2026-02-16,466.8703549878306
SKU034,2026-02-16,467.33254351376814
SKU035,2026-02-16,464.27857031049285
SKU036,2026-02-16,467.53787985825056
SKU037,2026-02-16,468.35899842984986
SKU038,2026-02-16,470.3226766991023
SKU039,2026-02-16,471.16488914386076
SKU041,2026-02-16,470.4054506260382
SKU042,2026-02-16,465.88425346881064
SKU043,2026-02-16,475.52193973220943
SKU044,2026-02-16,466.1811353390193
SKU045,2026-02-16,472.7896921980875
SKU046,2026-02-16,479.83964480504704
SKU047,2026-02-16,473.1492400955577
SKU048,2026-02-16,468.7379791398093
SKU050,2026-02-16,470.07384482389153
SKU052,2026-02-16,505.90948532525533
SKU053,2026-02-16,466.2334733345753
SKU054,2026-02-16,470.57343723656766
SKU056,2026-02-16,470.42784944846596
SKU057,2026-02-16,397.6233906500257
SKU058,2026-02-16,360.63016612737806
SKU059,2026-02-16,378.6698767112849
SKU060,2026-02-16,365.9793147256222
SKU061,2026-02-16,353.828631498204
SKU063,2026-02-16,360.62737230142926
SKU064,2026-02-16,364.2531062353743
SKU065,2026-02-16,394.48330415836847
SKU066,2026-02-16,393.2690262455262
SKU069,2026-02-16,359.3345926825988
SKU070,2026-02-16,403.7011232807041
SKU072,2026-02-16,398.3824784373352
SKU073,2026-02-16,374.83249900295164
SKU074,2026-02-16,375.47587155447786
SKU075,2026-02-16,368.83661233608757
SKU076,2026-02-16,327.88538243729
SKU077,2026-02-16,350.6429151847051
SKU078,2026-02-16,337.6848701982369
SKU080,2026-02-16,344.7977288745492
SKU081,2026-02-16,357.547499139105
SKU082,2026-02-16,351.5047743174486
SKU085,2026-02-16,338.3535471625771
SKU086,2026-02-16,343.66292312139706
SKU087,2026-02-16,361.98054390100583
SKU089,2026-02-16,336.8958082945054
SKU090,2026-02-16,339.2114184458889
SKU092,2026-02-16,327.30199186312063
SKU093,2026-02-16,331.9452177371816
SKU094,2026-02-16,324.27968643235425
SKU095,2026-02-16,323.04545692505576
SKU097,2026-02-16,322.6336411311538
SKU098,2026-02-16,325.1671988552558
SKU001,2026-02-23,478.3021282690868
SKU002,2026-02-23,487.97675333211777
SKU003,2026-02-23,467.18288913938557
SKU007,2026-02-23,478.3021282690868
SKU009,2026-02-23,492.32930199380417
SKU010,2026-02-23,497.3636312062432
SKU011,2026-02-23,495.43909378414463
SKU012,2026-02-23,461.7811388952345
SKU013,2026-02-23,496.5076334820914
SKU014,2026-02-23,497.62818655238806
SKU015,2026-02-23,462.11452673905194
SKU017,2026-02-23,500.0443561540465
SKU018,2026-02-23,477.56568779830195
SKU019,2026-02-23,487.11000519345583
SKU020,2026-02-23,503.2035410145639
SKU021,2026-02-23,465.63581838635935
SKU023,2026-02-23,504.6359773942029
SKU024,2026-02-23,497.2908112426654
SKU025,2026-02-23,488.63723288722497
SKU026,2026-02-23,487.7730929060179
SKU027,2026-02-23,500.0443561540465
SKU029,2026-02-23,497.5968587881335
SKU030,2026-02-23,470.3290197945712
SKU031,2026-02-23,497.37438162075335
SKU032,2026-02-23,498.0196027966985
SKU033,2026-02-23,495.7024130986626
SKU034,2026-02-23,496.20562598755714
SKU035,2026-02-23,497.86141413427833
SKU036,2026-02-23,462.05606497007085
SKU037,2026-02-23,472.38809809707345
SKU038,2026-02-23,496.6477962996406
SKU039,2026-02-23,466.6816681583984
SKU041,2026-02-23,468.20333946137185
SKU042,2026-02-23,460.25730806489264
SKU043,2026-02-23,495.7818617701445
SKU044,2026-02-23,472.04077884808373
SKU045,2026-02-23,480.0214076096402
SKU046,2026-02-23,467.60050255041955
SKU047,2026-02-23,497.2606352518441
SKU048,2026-02-23,472.38809809707345
SKU050,2026-02-23,498.23037934490515
SKU052,2026-02-23,466.57446395614573
SKU053,2026-02-23,468.09776671531193
SKU054,2026-02-23,461.58863624380234
SKU056,2026-02-23,459.8877389493687
SKU057,2026-02-23,375.24099772669643
SKU058,2026-02-23,367.8781223015891
SKU059,2026-02-23,411.8532487121544
SKU060,2026-02-23,401.96297783663977
SKU061,2026-02-23,399.09317204760924
SKU063,2026-02-23,400.6274580015929
SKU064,2026-02-23,424.143384181946
SKU065,2026-02-23,395.50414391953075
SKU066,2026-02-23,391.94777052553536
SKU069,2026-02-23,405.1479478082673
SKU070,2026-02-23,416.43214148778094
SKU072,2026-02-23,400.4437714994032
SKU073,2026-02-23,395.3816053576746
SKU074,2026-02-23,402.92053370378767
SKU075,2026-02-23,365.061865340972
SKU076,2026-02-23,355.83305329480186
SKU077,2026-02-23,351.65397358933535
SKU078,2026-02-23,357.4627804310419
SKU080,2026-02-23,360.43426041839535
SKU081,2026-02-23,360.7681223564495
SKU082,2026-02-23,352.2894989806529
SKU085,2026-02-23,357.4627804310419
SKU086,2026-02-23,359.7201796242963
SKU087,2026-02-23,361.6555045457314
SKU089,2026-02-23,355.0512403714965
SKU090,2026-02-23,385.3626415975434
SKU092,2026-02-23,342.9373038249821
SKU093,2026-02-23,333.2417040435269
SKU094,2026-02-23,351.5376159879054
SKU095,2026-02-23,322.1195850476382
SKU097,2026-02-23,344.142534459562
SKU098,2026-02-23,334.1375853726813
